COUNTRY,STATION,STD_CODE,STATE_ABB
INDIA,METTUGUNDU,4562,TAMIL NADU
INDIA,ALANGULAM,4562,TAMIL NADU
INDIA,ANUPPANKULAM,4562,TAMIL NADU
INDIA,RAJAPALAYAM,4563,TAMIL NADU
INDIA,MAMSAPURAM,4563,TAMIL NADU
INDIA,SIVALINGAPURAM,4563,TAMIL NADU
INDIA,CHOLAPURAM,4563,TAMIL NADU
INDIA,PARAMAKUDI,4564,TAMIL NADU
INDIA,SALAIGRAMAM,4564,TAMIL NADU
INDIA,PARIHIBANU,4564,TAMIL NADU
INDIA,NAINARKOIL,4564,TAMIL NADU
INDIA,BHAGGALUR,4564,TAMIL NADU
INDIA,ILAYANGUDI,4564,TAMIL NADU
INDIA,KARAIKUDI,4565,TAMIL NADU
INDIA,ATHANGUDI,4565,TAMIL NADU
INDIA,PUDUVAYAL,4565,TAMIL NADU
INDIA,KALLAL,4565,TAMIL NADU
INDIA,CHETTINAD,45655,TAMIL NADU
INDIA,ARUPPUKOTTAI,4566,TAMIL NADU
INDIA,TIRUCHULI,4566,TAMIL NADU
INDIA,M.REDDIARPATTI,4566,TAMIL NADU
INDIA,NARIKUDI,4566,TAMIL NADU
INDIA,KALLOORANI,4566,TAMIL NADU
INDIA,PANDALGUDI,4566,TAMIL NADU
INDIA,KARIAPATTI,4566,TAMIL NADU
INDIA,MALLANKINAR,4566,TAMIL NADU
INDIA,PARALACHI,4566,TAMIL NADU
INDIA,VEERACHOLAN,4566,TAMIL NADU
INDIA,RAMANATHAPURAM,4567,TAMIL NADU
INDIA,RAMNAD,4567,TAMIL NADU
INDIA,UCHUPULI,4567,TAMIL NADU
INDIA,POTTAGAVAYAL,4567,TAMIL NADU
INDIA,SRIVILLIPUTTUR,4563,TAMIL NADU
INDIA,WATRAP,4563,TAMIL NADU
INDIA,AMATHUR,4562,TAMIL NADU
INDIA,DALAVAIPURAM (MADURAI),4563,TAMIL NADU
INDIA,CHATRAPATTI,4563,TAMIL NADU
INDIA,KEELAKARAI,4567,TAMIL NADU
INDIA,SATTUR,4562,TAMIL NADU
INDIA,ELAYIRAMPANNAI,4562,TAMIL NADU
INDIA,RAMESWARAM,4573,TAMIL NADU
INDIA,PAMBAN,4573,TAMIL NADU
INDIA,MANDAPAM,4573,TAMIL NADU
INDIA,MANAMADURAI,4574,TAMIL NADU
INDIA,THIRUPPASETHI,4574,TAMIL NADU
INDIA,THIRUPURANAM,4574,TAMIL NADU
INDIA,SIVAGANGA,4575,TAMIL NADU
INDIA,NATTARASANKOTTAI,4575,TAMIL NADU
INDIA,OKKUR,4575,TAMIL NADU
INDIA,PADAMATHUR,4575,TAMIL NADU
INDIA,PAGANERI,4575,TAMIL NADU
INDIA,ABIRAMAN,4576,TAMIL NADU
INDIA,MUTHUKULATHUR,4576,TAMIL NADU
INDIA,KAMUTHI,4576,TAMIL NADU
INDIA,SAYALGUDI,45764,TAMIL NADU
INDIA,SINGAMPUNARI,4577,TAMIL NADU
INDIA,TIRUPATTUR,4577,TAMIL NADU
INDIA,KUNDRAKUDI,4577,TAMIL NADU
INDIA,V.PUDUR,4577,TAMIL NADU
INDIA,ERIYUR(KARAIKUDI),4577,TAMIL NADU
INDIA,TUTICORIN,461,TAMIL NADU
INDIA,TUTICORIN HARBOUR,461,TAMIL NADU
INDIA,PUDUKKOTTAI,461,TAMIL NADU
INDIA,OTTAPIDARAM,461,TAMIL NADU
INDIA,ASSAMUVANTHANAI,461,TAMIL NADU
INDIA,EPPODUMVENTRON,461,TAMIL NADU
INDIA,MANIYACHI,461,TAMIL NADU
INDIA,MUDIVAITHANENDAL,461,TAMIL NADU
INDIA,PUTHIAMPUTHOOR,461,TAMIL NADU
INDIA,KURUKKUSALAI,461,TAMIL NADU
INDIA,SERVAIKARANMADAM,461,TAMIL NADU
INDIA,PALAYAMKOTTAI,462,TAMIL NADU
INDIA,TIRUNELVELI,462,TAMIL NADU
INDIA,SANKARNAGAR,462,TAMIL NADU
INDIA,GANGAIKONDAN,462,TAMIL NADU
INDIA,MARANTHAI,462,TAMIL NADU
INDIA,SENKULAM,462,TAMIL NADU
INDIA,MANUR,462-85,TAMIL NADU
INDIA,BURKITHANAGARAM,462,TAMIL NADU
INDIA,UKKIRANKOTTAI,462-81,TAMIL NADU
INDIA,SRIVAIKUNDAM,4630,TAMIL NADU
INDIA,PAZHAYAKAYAL,4630,TAMIL NADU
INDIA,PALAYAKAYAL,4630,TAMIL NADU
INDIA,ERAL,4630,TAMIL NADU
INDIA,SANYERPURAM,4630,TAMIL NADU
INDIA,DEIVASEYALPURAM,4630-62,TAMIL NADU
INDIA,SEYDUNGANALLUR,4630-63,TAMIL NADU
INDIA,VALLANAD,4630-61,TAMIL NADU
INDIA,KOVILPATTI,4632,TAMIL NADU
INDIA,KALUGUMALAI,4632,TAMIL NADU
INDIA,NALATINPUTTUR,4632,TAMIL NADU
INDIA,KADAMBUR,4632,TAMIL NADU
INDIA,KAYATHAR,4632,TAMIL NADU
INDIA,VILLICHERY,4632,TAMIL NADU
INDIA,DURAIYUR,4632,TAMIL NADU
INDIA,CHETTIKURICHI,4632,TAMIL NADU
INDIA,ETTAYAPURAM,4632,TAMIL NADU
INDIA,ILAYARASANENDAL,4632,TAMIL NADU
INDIA,KADALAIYUR,4632,TAMIL NADU
INDIA,SHENCOTTAH,4633,TAMIL NADU
INDIA,PAVOORCHATRAM,4633,TAMIL NADU
INDIA,SURANDAI,4633,TAMIL NADU
INDIA,TENKASI,4633,TAMIL NADU
INDIA,ALANGULAM,4633,TAMIL NADU
INDIA,AVADAYANUR,4633,TAMIL NADU
INDIA,VEERAKERALAMPUDUR,4633,TAMIL NADU
INDIA,PULIYARAI,4633,TAMIL NADU
INDIA,VENKATESWARAPURAM,4633,TAMIL NADU
INDIA,VADAKARAI(TIRUNELVELI),4633,TAMIL NADU
INDIA,IDAIKKAL,4633,TAMIL NADU
INDIA,UTHUMALAI,4633,TAMIL NADU
INDIA,KADAYANALLUR,4633,TAMIL NADU
INDIA,AMBASAMUNDRAM,4634,TAMIL NADU
INDIA,KADAYAM,4634-40,TAMIL NADU
INDIA,MELASEVAL,4634,TAMIL NADU
INDIA,CHERAMAHADEVI,4634,TAMIL NADU
INDIA,ALWARKURICHI,4634,TAMIL NADU
INDIA,VEERAVANALLUR,4634,TAMIL NADU
INDIA,MUKKUDAL,4634,TAMIL NADU
INDIA,NANGUNERI,4635,TAMIL NADU
INDIA,PANANKULAM,4635,TAMIL NADU
INDIA,KALAKAD,4635,TAMIL NADU
INDIA,RAMAKRISHNAPURAM-T.N,4635,TAMIL NADU
INDIA,MOOLAKARAIPATTI,4635,TAMIL NADU
INDIA,PARAPADI,4635,TAMIL NADU
INDIA,MARUTHAKULAM,4635,TAMIL NADU
INDIA,SANKARANKOIL,4636,TAMIL NADU
INDIA,PULIANGUDI,4636,TAMIL NADU
INDIA,ALAMANAIKERPATTI,4636,TAMIL NADU
INDIA,SENDAMARAM,4636,TAMIL NADU
INDIA,TIRUVENGADAM,4636,TAMIL NADU
INDIA,KARIVALAMVANDANALLUR,4636,TAMIL NADU
INDIA,DEVARKULAM,4636,TAMIL NADU
INDIA,KURUKKALPATTI,4636,TAMIL NADU
INDIA,VASUDEVANALLUR,4636,TAMIL NADU
INDIA,THIRUVENGADAM,4636,TAMIL NADU
INDIA,KALLINGAPATTI,4636,TAMIL NADU
INDIA,PAMBUKOILSHANDY,4636,TAMIL NADU
INDIA,SIRIGIRI,4636,TAMIL NADU
INDIA,ERUVADI,4637,TAMIL NADU
INDIA,VALLIUR,4637,TAMIL NADU
INDIA,THESIANVILAI,4637,TAMIL NADU
INDIA,VADAKKANKULAM,4637,TAMIL NADU
INDIA,OVARI,4637,TAMIL NADU
INDIA,ITTAMOZHI,4637,TAMIL NADU
INDIA,NAVALADI,4637,TAMIL NADU
INDIA,THULUKKARPATTI,4637,TAMIL NADU
INDIA,RADHAPURAM,4637,TAMIL NADU
INDIA,SAMUGARENGAPURAM,4637,TAMIL NADU
INDIA,KOODANKULAM,4637,TAMIL NADU
INDIA,CHETTIKULAM,4637,TAMIL NADU
INDIA,PANGUDI,4637,TAMIL NADU
INDIA,PALAVOOR,4637,TAMIL NADU
INDIA,VILATHIKULAM,4638,TAMIL NADU
INDIA,PERILAVANAPATTI,4638-22,TAMIL NADU
INDIA,NAGALAPURAM,4638-42,TAMIL NADU
INDIA,PUDUR,4638-52,TAMIL NADU
INDIA,VEMBAR,4638-62,TAMIL NADU
INDIA,MELAKARANTAI,4638-72,TAMIL NADU
INDIA,TIRUCHENDUR,4639,TAMIL NADU
INDIA,KAYALPATTINAM,4639,TAMIL NADU
INDIA,SATHANKULAM,4639,TAMIL NADU
INDIA,CHRISTIANAGARAM,4639,TAMIL NADU
INDIA,NAZARETH,4639,TAMIL NADU
INDIA,PARAMANKURICHI,4639,TAMIL NADU
INDIA,PADUKKAPATHU,4639,TAMIL NADU
INDIA,KURUMBUR,4639,TAMIL NADU
INDIA,ALWARTHIRUUNAGARI,4639,TAMIL NADU
INDIA,MEIGNANAPURAM,4639,TAMIL NADU
INDIA,PUNNAKAYAL,4639,TAMIL NADU
INDIA,AUVOOR,4639,TAMIL NADU
INDIA,NADUVAKURICHI,4639,TAMIL NADU
INDIA,MANAPPADU,4639,TAMIL NADU
INDIA,PUTHANIHARUVAI,4639,TAMIL NADU
INDIA,KANAM,4639,TAMIL NADU
INDIA,VIKRAMASINGAPURAM,4646,TAMIL NADU
INDIA,KULASEKARAM,4651,TAMIL NADU
INDIA,MARTHANDAM,4651,TAMIL NADU
INDIA,KUZHITHURAI,4651,TAMIL NADU
INDIA,NEYYUR,4651,TAMIL NADU
INDIA,COLACHAL,4651,TAMIL NADU
INDIA,MUTTOM(NAGERKOIL),4651,TAMIL NADU
INDIA,ALOOR,4651-30,TAMIL NADU
INDIA,KARINGAL,4651,TAMIL NADU
INDIA,PAINKULAM,4651,TAMIL NADU
INDIA,MANAKKAVILLAI,4651,TAMIL NADU
INDIA,LOWER KOTHAIYAR,4651,TAMIL NADU
INDIA,KATTATHURAI,4651,TAMIL NADU
INDIA,CHERUVALLUR,4651,TAMIL NADU
INDIA,ARUMANAI,4651,TAMIL NADU
INDIA,KOLLENGODE,4651,TAMIL NADU
INDIA,NAGARCOIL,4652,TAMIL NADU
INDIA,KANYAKUMARI,4652,TAMIL NADU
INDIA,BOOTHAPONDI,4652,TAMIL NADU
INDIA,ARAMBOLY,4652,TAMIL NADU
INDIA,RAMAPURAM(NAGARCOIL),4652,TAMIL NADU
INDIA,ETHAMOZHI,4652,TAMIL NADU
INDIA,AZAGAPPAPORAM,4652,TAMIL NADU
INDIA,KEERIPARAI,4652,TAMIL NADU
INDIA,THADIKARANKONAM,4652,TAMIL NADU
INDIA,THENGAMPUTHUR,4652-86,TAMIL NADU
INDIA,SWAMITHOPPU,4652-88,TAMIL NADU
INDIA,THUKALAY,4654,TAMIL NADU
INDIA,BALARAMAPURAM,471,KERALA
INDIA,KANIAPURAM,471,KERALA
INDIA,SREEKARIAM,471,KERALA
INDIA,NEYYATINKARA,471,KERALA
INDIA,THIRUVANANDAPURAM,471,KERALA
INDIA,KANJIRAMKULAM,471,KERALA
INDIA,OTTA SEKHARAMANGALAM,471,KERALA
INDIA,PARASSALA,471,KERALA
INDIA,POOVAR,471,KERALA
INDIA,KARAKONAM,471,KERALA
INDIA,AMBOORI,471,KERALA
INDIA,VELLARADA,471,KERALA
INDIA,POTHENCODE,471,KERALA
INDIA,VANGODE,471,KERALA
INDIA,M.PERUMATHURA,471,KERALA
INDIA,KAIMANAM,471,KERALA
INDIA,MADAUVILLA,471-429,KERALA
INDIA,NEDUMANGAD,472,KERALA
INDIA,VARKALA,472,KERALA
INDIA,VELLANAD,472,KERALA
INDIA,PERINGAMMALA,472,KERALA
INDIA,ARUVIKARA,472,KERALA
INDIA,VITHURA,472,KERALA
INDIA,PANAVOOR,472,KERALA
INDIA,EDAVA,4726,KERALA
INDIA,VIZHINGAM,4723,KERALA
INDIA,AYIROOR(TVM),4724,KERALA
INDIA,MALAYINKIL,47252,KERALA
INDIA,KATTAKKADA,47254,KERALA
INDIA,PERUMATHURA,47259,KERALA
INDIA,ATTINGAL,4726,KERALA
INDIA,VAKKOM,47273,KERALA
INDIA,CHIRAYINKIL,47274,KERALA
INDIA,MADAVOOR PALLIKAL,47276,KERALA
INDIA,KILIMANOOR,47277,KERALA
INDIA,KALLAMBALAM,47278,KERALA
INDIA,KANYAKULANAGAR,47283,KERALA
INDIA,PACHA PALODE,47284,KERALA
INDIA,ARYANADU,47285,KERALA
INDIA,KALLARA,47286,KERALA
INDIA,VENJARAMOODU,47289,KERALA
INDIA,SABRIMALA,473,KERALA
INDIA,PAMPA,473,KERALA
INDIA,PALLICKAL,473,KERALA
INDIA,KADAMBANADU,473,KERALA
INDIA,KODUMON,473,KERALA
INDIA,EZHAMKULAM,473,KERALA
INDIA,ELAVANTHITTA,473,KERALA
INDIA,THEODICAL,473,KERALA
INDIA,KURIYANNOOR,473,KERALA
INDIA,KOZHENCHERRY,4731,KERALA
INDIA,PANDALAM,4732,KERALA
INDIA,KAIPATTOOR,4733,KERALA
INDIA,MALAYALAPUZHA,47330,KERALA
INDIA,KONNI,47334,KERALA
INDIA,ELANTHUR,47336,KERALA
INDIA,THANNITHODE,47338,KERALA
INDIA,KIDANGANUR,47338,KERALA
INDIA,MURINJAKAL,4733-96,KERALA
INDIA,ADOOR,4734,KERALA
INDIA,RANNI,47351,KERALA
INDIA,VADASSERIKKARA,47355,KERALA
INDIA,TIRUVALLA,4736,KERALA
INDIA,KUMBANADU,4737,KERALA
INDIA,MALLAPPALLY,4738,KERALA
INDIA,KUNNAMTHANAM,4738,KERALA
INDIA,CHINNAKKADA,474,KERALA
INDIA,QUILON(KOLLAM),474,KERALA
INDIA,PARAVOOR,47481,KERALA
INDIA,PARIPALLY,47482,KERALA
INDIA,KOTTIYAM,47483,KERALA
INDIA,CHATHANNUR-QLN,47484,KERALA
INDIA,MAYANAD,47485,KERALA
INDIA,KADAKKAL,475,KERALA
INDIA,CHUNDA,475,KERALA
INDIA,PERINAD,475,KERALA
INDIA,NILAMEL,475,KERALA
INDIA,VELINALLUR,475,KERALA
INDIA,SOORANAD,475,KERALA
INDIA,MYNAGAPPALLY,475,KERALA
INDIA,ALAPPAD,475,KERALA
INDIA,EDAMON-PUN,475,KERALA
INDIA,PUNNALA,475,KERALA
INDIA,MUNDOE ISLAND,475,KERALA
INDIA,PATTAZHI,475,KERALA
INDIA,VALLIKKAVU,475,KERALA
INDIA,PATHANAMTHITTA,4751,KERALA
INDIA,PUNALUR,475,KERALA
INDIA,THADDIKKAD,47520,KERALA
INDIA,BHARATHIPURAM,47520,KERALA
INDIA,CHENNAPATNA(TVM),47525,KERALA
INDIA,KULATHUPUZHA,47526,KERALA
INDIA,ANCHAL,47527,KERALA
INDIA,AYOOR,47529,KERALA
INDIA,KUNNICODE,47532,KERALA
INDIA,PATHANAPURAM,47536,KERALA
INDIA,POOYAPALLY,47546,KERALA
INDIA,IRUMBANANGAD,47548,KERALA
INDIA,CHEPRA,47549,KERALA
INDIA,KUNDARA,4755,KERALA
INDIA,EAST-KALLADA,4755,KERALA
INDIA,NEDUMPANA,47556,KERALA
INDIA,KANJAVELI,47557,KERALA
INDIA,KARUNAGAPPALLY,476,KERALA
INDIA,OCHIRA,47569,KERALA
INDIA,KOTTARAKARA,4757,KERALA
INDIA,VALAKOM,47570,KERALA
INDIA,KULAKKADA,47571,KERALA
INDIA,VETTIKAVALA,47577,KERALA
INDIA,PUTHUR(KERALA),47579,KERALA
INDIA,KUNNAHTUR,47585,KERALA
INDIA,THEVALAKKARA,47587,KERALA
INDIA,CHAVARA,47593,KERALA
INDIA,SASTHAMCOTTAH,47621,KERALA
INDIA,ALLEPPEY,477,KERALA
INDIA,KAVALAM,477,KERALA
INDIA,THOTTAPPALLY,477,KERALA
INDIA,THAKAZHY,477,KERALA
INDIA,PUNNAPRA,477,KERALA
INDIA,KAINAKARY,477,KERALA
INDIA,VELIYANAD,477,KERALA
INDIA,CHAMPAKULAM,477,KERALA
INDIA,PATHIRAPPALLY,477-258,KERALA
INDIA,PULINKUNNU,47770,KERALA
INDIA,EDATHUA,47781,KERALA
INDIA,AMBALAPUZHA,47785,KERALA
INDIA,MANNAR,478,KERALA
INDIA,NOORNAD,478,KERALA
INDIA,KOLLAKKADAVU,478,KERALA
INDIA,THANNEERMUKKOM,478,KERALA
INDIA,PATTANAKKAD,478,KERALA
INDIA,PANAVALLY,478,KERALA
INDIA,THYCATTUSSERY,478,KERALA
INDIA,PALLIPURAM,478,KERALA
INDIA,ARATTUPUZHA,478,KERALA
INDIA,KARUVATTA,478,KERALA
INDIA,TRIKKUNNAPUZHA,478-48,KERALA
INDIA,ARTHUNKAL,478-57,KERALA
INDIA,CHENGANNUR,47812,KERALA
INDIA,KARAKKAD,47812,KERALA
INDIA,MAVELLIKKARA,4782,KERALA
INDIA,PULINCUNNOM,4782,KERALA
INDIA,VALLIKUNNAM,47833,KERALA
INDIA,KATTANAM,47833,KERALA
INDIA,HARYANARIPAD,47841,KERALA
INDIA,MUTHUKULAM,47847,KERALA
INDIA,KUTHIATHODE,478562,KERALA
INDIA,KAYANKULAM,4786,KERALA
INDIA,SHERTALLAI,478,KERALA
INDIA,S.L.PURAM,47886,KERALA
INDIA,AROOR,47887,KA
INDIA,PULLINKUNNU,4795,KERALA
INDIA,CHINGAVANAM,481,KERALA
INDIA,KANJIKUZHI(KOTTAYAM),481,KERALA
INDIA,GANDHI NAGAR(KERALA),481,KERALA
INDIA,KOTTAYAM,481,KERALA
INDIA,VAKATHANAM,481,KERALA
INDIA,PALLIKKATHODE,481,KERALA
INDIA,VAZHOOR,48145,KERALA
INDIA,PAMPADY,48150,KERALA
INDIA,KUMARAKOM,48152,KERALA
INDIA,ETTUMANUR,48153,KERALA
INDIA,AYARKUNNAM,48154,KERALA
INDIA,CHANGANACHERRY,482,KERALA
INDIA,PONKANNUM,482,KERALA
INDIA,ERUMELI,482,KERALA
INDIA,UZHAVOOR,482,KERALA
INDIA,PERINGALAM,482,KERALA
INDIA,KANGAZHA,482,KERALA
INDIA,KURUMANNU,482,KERALA
INDIA,PALAI,4821,KERALA
INDIA,RAMAPURAM(KOTTAYAM),48216,KERALA
INDIA,BHARANANGANAM,48218,KERALA
INDIA,POOVARANI,48222,KERALA
INDIA,KURAVILANGAD,48223,KERALA
INDIA,KOLLAPALLY,48224,KERALA
INDIA,KOVVAPPALLY,48224,KERALA
INDIA,MARANGATTUPALLY,48225,KERALA
INDIA,ERATTUPETTA,48227,KERALA
INDIA,KUNNONNI,48228,KERALA
INDIA,MOONNILAVOU,48228,KERALA
INDIA,PATHAMBUZHA,48228,KERALA
INDIA,CHENNAD (ERATTUPE),48229,KERALA
INDIA,MONIPALLY,48229,KERALA
INDIA,MELUKAVUMATTOM,48233,KERALA
INDIA,KIDANGOOR,48235,KERALA
INDIA,KOZHUVANAL,48236,KERALA
INDIA,TEEKOY,48238,KERALA
INDIA,MAMMOOD,48247,KERALA
INDIA,KARUKACHAL,48248,KERALA
INDIA,CHEMPU,48269,KERALA
INDIA,CHENGALAM,48274,KERALA
INDIA,CHENAPPADY,48276,KERALA
INDIA,KANJIRAPALLY,48280,KERALA
INDIA,PINNAKKANAD,48283,KERALA
INDIA,KORUTHODE,48283,KERALA
INDIA,MANIMALA,48284,KERALA
INDIA,MUKKUTTUTHARA,48284,KERALA
INDIA,PAMPAVALLEY,48286,KERALA
INDIA,MUNDAKKAYAM,48287,KERALA
INDIA,KOTTICKAL,48288,KERALA
INDIA,MEVALLORE,4829,KERALA
INDIA,VAIKOM,4829,KERALA
INDIA,THALAYOLAPARAMPU,4829,KERALA
INDIA,NJEEDHOOR,4829,KERALA
INDIA,KUDAVECHOOR,4829,KERALA
INDIA,KURUPPANTHARA,48294,KERALA
INDIA,WILLINGTON ISLAND,484,KERALA
INDIA,VARAPUZHA,484,KERALA
INDIA,ERNKULAM,484,KERALA
INDIA,PUTHENCRUZ,484,KERALA
INDIA,PALARIVATTOM,484,KERALA
INDIA,UDAYAMPEROOR,484,KERALA
INDIA,TRIPURAPUNITHURA,484,KERALA
INDIA,AMBALAMUGUL,484,KERALA
INDIA,KUMBAUNJI,484,KERALA
INDIA,KANDAKKADAVU,484-247,KERALA
INDIA,CHELLANAM,484-249,KERALA
INDIA,CHITTOOR (ERN),484-430,KERALA
INDIA,PARUR,484-44,KERALA
INDIA,PADUVAPURAM,484-451,KERALA
INDIA,KALADY,484-46,KERALA
INDIA,MALAYATTOOR,484-468,KERALA
INDIA,MOOZHIKULAM,484-473,KERALA
INDIA,CHENGAMANAD,484-474,KERALA
INDIA,KUNNUKARA,484-478,KERALA
INDIA,PULHENVELIKKARA,484-487,KERALA
INDIA,CHERAI,484-488,KERALA
INDIA,PERUMBAVUR,484-52,KERALA
INDIA,KALAMASSERY,484-55,KERALA
INDIA,ALWAYE,484-62,KERALA
INDIA,CHUNDAKUCHY,484-646,KERALA
INDIA,KOMBANADU,484-648,KERALA
INDIA,KOOVAPPADY,484-649,KERALA
INDIA,KEEZHILLAM,484-653,KERALA
INDIA,VALAYANCHIRANGARA,484-657,KERALA
INDIA,ODAKKALI,484-658,KERALA
INDIA,MARAMPILLY,484-677,KERALA
INDIA,ANAPPARA,484-694,KERALA
INDIA,AYYAMPUZHA,484-696,KERALA
INDIA,CHOTTANIKKARA,484-711,KERALA
INDIA,KOLENCHERRY,484-76,KERALA
INDIA,MAZHUVANNUR,484-767,KERALA
INDIA,UDAYANBERU,484-792,KERALA
INDIA,TRIKAKKARA(CEPZ),484-80,KERALA
INDIA,NETTOOR,484-805,KERALA
INDIA,EDA COCHIN,484-806,KERALA
INDIA,PALAARIGATTYAM,484-84,KERALA
INDIA,MULANTHURUTHY,484-874,KERALA
INDIA,KEECHERRY,48474,KERALA
INDIA,ARAKUNNAM,48474,KERALA
INDIA,KOTHAMANGALAM(ERN),485,KERALA
INDIA,PIRAVOM,485,KERALA
INDIA,ELANJI,485,KERALA
INDIA,MUVATTUPUZHA,485,KERALA
INDIA,KOOTHATTUKULAM,485,KERALA
INDIA,VAZHAKKULAM,485,KERALA
INDIA,PAMPAKUDA,485,KERALA
INDIA,OONNUKAL,485,KERALA
INDIA,CHATHAMATTOM,485,KERALA
INDIA,KADAVOOR,485,KERALA
INDIA,AYAVANA,485,KERALA
INDIA,NELLIMATTOM,485,KERALA
INDIA,POTHANICAD,485,KERALA
INDIA,RAMAMANGALAM,485,KERALA
INDIA,KALLOORKADU,485,KERALA
INDIA,MANEED,485,KERALA
INDIA,PANDAPALLY,485,KERALA
INDIA,MEKKADAMPU,485,KERALA
INDIA,NERYAMANGALAM,485,KERALA
INDIA,CHERUVATTOOR(ERN),485,KERALA
INDIA,KIZHAKKAMBALAM,485-68,KERALA
INDIA,NJARACKAL,4852,KERALA
INDIA,CHELAD,4855-7,KERALA
INDIA,KOTTAPPADY,485543,KERALA
INDIA,ANGAMALY,4856,KERALA
INDIA,PERUR,4857,KERALA
INDIA,PIRAVANI,4858,KERALA
INDIA,VENGOOR,4859,KERALA
INDIA,THODUPUZHA,4862,KERALA
INDIA,IDUKKI,4862,KERALA
INDIA,VAZHITHALA,4862,KERALA
INDIA,KARIMKUNNAM,4862,KERALA
INDIA,MUTTUM(ERNAKULAM),4862,KERALA
INDIA,KALLOOR,4862,KERALA
INDIA,KARIMANNOOR,4862,KERALA
INDIA,KULAMAVU,4862,KERALA
INDIA,KANJIKUZHY-ERNAKULAM,4862,KERALA
INDIA,CHELACHUVDU,4862,KERALA
INDIA,KARIMBAN,4862,KERALA
INDIA,ARAKULAM,4862-5,KERALA
INDIA,KALOOR,4862-67,KERALA
INDIA,VANNAPPURAM,4862-452,KERALA
INDIA,EZHALLOOR,4862-482,KERALA
INDIA,ANJIRI,4862-582,KERALA
INDIA,KODIKULAM,4862-643,KERALA
INDIA,UDUMBANNOOR,4862-72,KERALA
INDIA,ELAMDESAM,4862-762,KERALA
INDIA,ARIKKUZHA,4862-78,KERALA
INDIA,PARAPPUZHA,4862-792,KERALA
INDIA,ADIMALY,4864,KERALA
INDIA,VATTIAR,4864,KERALA
INDIA,EDAMALAYAR,4864,KERALA
INDIA,VADATTUPURA,4864,KERALA
INDIA,KUTTAMPUZHA,4864,KERALA
INDIA,MUNNAR,4865,KERALA
INDIA,VELLATHOOVAL,4865,KERALA
INDIA,IRUMPUPALAM,4865,KERALA
INDIA,KUNCHITHAMMI,4865,KERALA
INDIA,CHITTIRAPURAM,4865,KERALA
INDIA,THALAYAR,4865,KERALA
INDIA,MARAYUR,4865,KERALA
INDIA,DEVIKULAM,4865-64,KERALA
INDIA,MINICOY,48672,KERALA
INDIA,KALPENI,48675,KERALA
INDIA,NEDUMKANDOM,4868,KERALA
INDIA,KATTAPPANA,4868,KERALA
INDIA,PULIYANMALA,4868,KERALA
INDIA,EZHUKUMVAYAL,4868,KERALA
INDIA,VANDANMEDU,4868,KERALA
INDIA,CUMBUMMETTU,4868,KERALA
INDIA,RAJAKUMARI,4868,KERALA
INDIA,SANTHANPARA,4868,KERALA
INDIA,RAJAKKAD,4868,KERALA
INDIA,CHEMMANNAR,4868,KERALA
INDIA,PARTHTHODE,4868,KERALA
INDIA,MURICKASSERY,4868,KERALA
INDIA,KALLAR,4868,KERALA
INDIA,VAZHAVARA,4868,KERALA
INDIA,UDUMBANCHOLA,4868,KERALA
INDIA,THOPRAMKUDY,4868,KERALA
INDIA,THANKAMANY,4868,KERALA
INDIA,PEERMADE,4869,KERALA
INDIA,UTTAR PRADESHPUTHARA,4869,KERALA
INDIA,PASUPPARA,4869,KERALA
INDIA,ELAPPARA,4869,KERALA
INDIA,ANAKKARA,4869,KERALA
INDIA,ANAVILASAM,4869,KERALA
INDIA,KUMILI,4869-22,KERALA
INDIA,VAGAMON,4869-4,KERALA
INDIA,GURUVAYOOR,487-55,KERALA
INDIA,MUNDUR COCHIN,487,KERALA
INDIA,KANDASSANKADAVU,487-63,KERALA
INDIA,TRISSUR,487,KERALA
INDIA,KURICHIKKARA,487-73,KERALA
INDIA,CHOUGHAT,487,KERALA
INDIA,KADAPPURAM,487-59,KERALA
INDIA,PARAPPUR,487-595,KERALA
INDIA,VALAPPAD,487-64,KERALA
INDIA,CHAZHOOR,487-67,KERALA
INDIA,KANNARA,487-782,KERALA
INDIA,ENGANDIYOOR,48779,KERALA
INDIA,OLLUR,487-87,KERALA
INDIA,CHERPU,487-89,KERALA
INDIA,POOVATHUR,48791,KERALA
INDIA,PUNNAYURKULAM,487-98,KERALA
INDIA,KUNNAMKULAM,488-52,KERALA
INDIA,KATTUR,488-877,KERALA
INDIA,ALAGAPPANAGAR,488-85,KERALA
INDIA,KORATTY,488-832,KERALA
INDIA,CRANGANORE,488,KERALA
INDIA,VELLIKULANGARA,488-835,KERALA
INDIA,CHELAKKARA,488-452,KERALA
INDIA,KONDAZHY,488-486,KERALA
INDIA,MULLURKARA,488-420,KERALA
INDIA,KATTAKAMPAL,488-57,KERALA
INDIA,ELANAD,488-487,KERALA
INDIA,VELUR-COCHIN,488-504,KERALA
INDIA,VARANDARAPILLY,488-857,KERALA
INDIA,KUZHOOR,488-897,KERALA
INDIA,ERUMAPETTY,488-592,KERALA
INDIA,MULLURKKARA-PANJAL,488,KERALA
INDIA,MOORKANAD,488-812,KERALA
INDIA,VETTILAPPARA,488-834,KERALA
INDIA,TIRUVILWAMALA,488-47,KERALA
INDIA,CHALAKKUDY,488-84,KERALA
INDIA,PARIYARAM,488-836,KERALA
INDIA,KODAKARA,488-880,KERALA
INDIA,MALA(KERALA),488-890,KERALA
